Endpoint,Status Code,Content-Type,Property Name,combined_unit_openapi - Type,increase_openapi - Type,q2_openapi - Type,combined_unit_openapi - Description,increase_openapi - Description,q2_openapi - Description
POST /check-deposits,201,application/vnd.api+json,data,object,N/A,N/A,,N/A,N/A
POST /check-deposits/{checkDepositId}/confirm,200,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /check-payments,201,application/vnd.api+json,data,object,N/A,N/A,,N/A,N/A
POST /check-payments/{checkPaymentId}/approve,200,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /check-payments/{checkPaymentId}/cancel,200,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /check-payments/{checkPaymentId}/return,200,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /counterparties,201,application/vnd.api+json,data,object,N/A,N/A,,N/A,N/A
POST /customers/{customerId}/archive,200,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /customers/{customerId}/authorized-users,200,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /customers/{customerId}/token,201,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /customers/{customerId}/token/verification,201,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /events/{eventId},200,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /fees,201,application/vnd.api+json,data,object,N/A,N/A,,N/A,N/A
POST /fees/reverse,201,application/vnd.api+json,data,object,N/A,N/A,,N/A,N/A
POST /payments,201,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /payments/{paymentId}/cancel,200,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /received-payments/{paymentId}/advance,200,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /received-payments/{paymentId}/reprocess,200,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /recurring-payments,201,application/vnd.api+json,data,object,N/A,N/A,,N/A,N/A
POST /recurring-payments/{paymentId}/disable,200,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /recurring-payments/{paymentId}/enable,200,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /recurring-repayments,201,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /recurring-repayments,default,application/vnd.api+json; charset=utf-8,code,string,N/A,N/A,,N/A,N/A
POST /recurring-repayments,default,application/vnd.api+json; charset=utf-8,detail,string,N/A,N/A,,N/A,N/A
POST /recurring-repayments,default,application/vnd.api+json; charset=utf-8,details,string,N/A,N/A,,N/A,N/A
POST /recurring-repayments,default,application/vnd.api+json; charset=utf-8,meta,object,N/A,N/A,,N/A,N/A
POST /recurring-repayments,default,application/vnd.api+json; charset=utf-8,source,object,N/A,N/A,,N/A,N/A
POST /recurring-repayments,default,application/vnd.api+json; charset=utf-8,status,string,N/A,N/A,,N/A,N/A
POST /recurring-repayments,default,application/vnd.api+json; charset=utf-8,title,string,N/A,N/A,,N/A,N/A
POST /recurring-repayments/{recurringRepaymentId}/disable,200,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /recurring-repayments/{recurringRepaymentId}/enable,200,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /repayments,default,application/vnd.api+json; charset=utf-8,code,string,N/A,N/A,,N/A,N/A
POST /repayments,default,application/vnd.api+json; charset=utf-8,detail,string,N/A,N/A,,N/A,N/A
POST /repayments,default,application/vnd.api+json; charset=utf-8,details,string,N/A,N/A,,N/A,N/A
POST /repayments,default,application/vnd.api+json; charset=utf-8,meta,object,N/A,N/A,,N/A,N/A
POST /repayments,default,application/vnd.api+json; charset=utf-8,source,object,N/A,N/A,,N/A,N/A
POST /repayments,default,application/vnd.api+json; charset=utf-8,status,string,N/A,N/A,,N/A,N/A
POST /repayments,default,application/vnd.api+json; charset=utf-8,title,string,N/A,N/A,,N/A,N/A
POST /returns/{transactionId},200,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /rewards,201,application/vnd.api+json,data,object,N/A,N/A,,N/A,N/A
POST /sandbox/atm-deposits,201,application/vnd.api+json,data,object,N/A,N/A,,N/A,N/A
POST /sandbox/received-ach-payment,201,application/vnd.api+json,data,object,N/A,N/A,,N/A,N/A
POST /sandbox/received-payments,201,application/vnd.api+json,data,object,N/A,N/A,,N/A,N/A
POST /stop-payments,200,application/json,data,object,N/A,N/A,,N/A,N/A
POST /stop-payments/{stopPaymentId},200,application/json,data,object,N/A,N/A,,N/A,N/A
POST /stop-payments/{stopPaymentId}/disable,200,application/json,data,object,N/A,N/A,,N/A,N/A
POST /users/{userId}/api-tokens,201,application/vnd.api+json,data,object,N/A,N/A,,N/A,N/A
POST /webhooks,201,application/vnd.api+json,data,object,N/A,N/A,,N/A,N/A
POST /webhooks/{webhookId}/disable,200,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
POST /webhooks/{webhookId}/enable,200,application/vnd.api+json; charset=utf-8,data,object,N/A,N/A,,N/A,N/A
